Price,MSFT
Ticker,MSFT
Date,
2022-07-07,261.33056640625
2022-07-08,260.6099853515625
2022-07-11,257.5430603027344
2022-07-12,246.98851013183594
2022-07-13,246.06356811523438
2022-07-14,247.38772583007812
2022-07-15,249.95822143554688
2022-07-18,247.5532684326172
2022-07-19,252.69418334960938
2022-07-20,255.36195373535156
2022-07-21,257.8642883300781
2022-07-22,253.5023651123047
2022-07-25,252.01258850097656
2022-07-26,245.26510620117188
2022-07-27,261.6615905761719
2022-07-28,269.1295471191406
2022-07-29,273.3454895019531
2022-08-01,270.6874694824219
2022-08-02,267.5814514160156
2022-08-03,275.0299987792969
2022-08-04,276.1788635253906
2022-08-05,275.4583435058594
2022-08-08,272.9366149902344
2022-08-09,274.86444091796875
2022-08-10,281.54376220703125
2022-08-11,279.4600830078125
2022-08-12,284.22137451171875
2022-08-15,285.740234375
2022-08-16,285.00018310546875
2022-08-17,284.2489318847656
2022-08-18,283.1268005371094
2022-08-19,279.20440673828125
2022-08-22,271.0083312988281
2022-08-23,269.7301330566406
2022-08-24,269.09588623046875
2022-08-25,272.08160400390625
2022-08-26,261.582763671875
2022-08-29,258.7922058105469
2022-08-30,256.58709716796875
2022-08-31,255.12351989746094
2022-09-01,254.0793914794922
2022-09-02,249.84478759765625
2022-09-06,247.1029815673828
2022-09-07,251.82546997070312
2022-09-08,252.24508666992188
2022-09-09,258.0408935546875
2022-09-12,260.177734375
2022-09-13,245.87356567382812
2022-09-14,246.0979766845703
2022-09-15,239.4240264892578
2022-09-16,238.799560546875
2022-09-19,238.5848846435547
2022-09-20,236.5651092529297
2022-09-21,233.15008544921875
2022-09-22,235.1308135986328
2022-09-23,232.1450653076172
2022-09-26,231.68649291992188
2022-09-27,230.6717529296875
2022-09-28,235.21864318847656
2022-09-29,231.7352752685547
2022-09-30,227.2469482421875
2022-10-03,234.89663696289062
2022-10-04,242.83909606933594
2022-10-05,243.15130615234375
2022-10-06,240.7998046875
2022-10-07,228.5543975830078
2022-10-10,223.6855010986328
2022-10-11,219.93873596191406
2022-10-12,220.27047729492188
2022-10-13,228.5543975830078
2022-10-14,223.0122528076172
